repo,file,hooks_total,useState,useEffect,useCallback,useMemo,useContext,useReducer,useCustom,props,jsx_depth,jsx_elems,conditionals,map_calls,event_handlers,bool_props,has_children,component,prop_names,comment
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/next-devtools/dev-overlay/storybook/with-dev-overlay-contexts.tsx,7,3,0,0,0,0,0,4,1,4,4,0,0,0,0,0,withDevOverlayContexts,options?: WithDevOverlayContextsOptions,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/next-devtools/dev-overlay/menu/panel-router.tsx,23,0,0,0,0,2,0,21,9,5,29,0,0,0,0,1,PanelRoute,"children;name;}: {
  children: React.ReactNode
  name: PanelStateKind",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/next-devtools/dev-overlay/menu/dev-overlay-menu.tsx,16,0,0,0,0,2,0,14,19,4,13,0,0,1,0,0,MenuItem,"{
  index;label;value;onClick;href;...props
}: {
  index?: number
  title?: string
  label: string
  value: React.ReactNode
  href?: string
  onClick?: (",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/server/render.tsx,0,0,0,0,0,0,0,0,33,9,27,0,0,0,0,0,noRouter,,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/server/app-render/app-render.tsx,2,0,0,0,0,0,0,2,50,4,20,0,0,0,0,0,parseRequestHeaders,headers: IncomingHttpHeaders;options: ParseRequestHeadersOptions,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/app-index.tsx,0,0,0,0,0,0,0,0,13,4,7,0,0,0,0,0,nextServerDataCallback,seg: FlightSegment,
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/index.tsx,0,0,0,0,0,0,0,0,22,8,18,0,0,0,0,0,initialize,opts: { devClient?: any },
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/components/app-router.tsx,22,0,8,0,6,0,0,8,17,8,20,0,0,0,0,0,AppRouter,"actionQueue;globalErrorState;webSocket;staticIndicatorState;}: {
  actionQueue: AppRouterActionQueue
  globalErrorState: GlobalErrorState
  webSocket?: WebSocket
  staticIndicatorState?: StaticIndicatorState",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/components/layout-router.tsx,11,0,0,0,0,5,0,6,39,6,21,0,0,0,0,0,OuterLayoutRouter,"parallelRouterKey;error;errorStyles;errorScripts;templateStyles;templateScripts;template;notFound;forbidden;unauthorized;segmentViewBoundaries;}: {
  parallelRouterKey: string
  error: ErrorComponent | undefined
  errorStyles: React.ReactNode | undefined
  errorScripts: React.ReactNode | undefined
  templateStyles: React.ReactNode | undefined
  templateScripts: React.ReactNode | undefined
  template: React.ReactNode
  notFound: React.ReactNode | undefined
  forbidden: React.ReactNode | undefined
  unauthorized: React.ReactNode | undefined
  segmentViewBoundaries?: React.ReactNode",
/tmp/repo-clones-_1twn2rm/next.js,/tmp/repo-clones-_1twn2rm/next.js/packages/next/src/client/components/http-access-fallback/error-fallback.tsx,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,HTTPAccessErrorFallback,"status;message;}: {
  status: number
  message: string",
